Data,Fajr,Sunrise,Zuhr,Asr,Maghrib,Isha,City Name
"25 novembre 2024, lunedì",6:06,7:36,12:24,14:41,16:48,18:18,milano
"26 novembre 2024, martedì",6:07,7:37,12:24,14:40,16:48,18:18,milano
"27 novembre 2024, mercoledì",6:09,7:39,12:25,14:41,16:47,18:17,milano
"28 novembre 2024, giovedì",6:10,7:40,12:25,14:40,16:47,18:17,milano
"29 novembre 2024, venerdì",6:11,7:41,12:25,14:40,16:46,18:16,milano
"30 novembre 2024, sabato",6:12,7:42,12:26,14:40,16:46,18:16,milano
"1 dicembre 2024, domenica",6:13,7:43,12:26,14:40,16:45,18:15,milano
"2 dicembre 2024, lunedì",6:15,7:45,12:27,14:41,16:45,18:15,milano
"3 dicembre 2024, martedì",6:16,7:46,12:27,14:40,16:45,18:15,milano
"4 dicembre 2024, mercoledì",6:17,7:47,12:28,14:41,16:44,18:14,milano
"5 dicembre 2024, giovedì",6:18,7:48,12:28,14:41,16:44,18:14,milano
"6 dicembre 2024, venerdì",6:19,7:49,12:29,14:41,16:44,18:14,milano
"7 dicembre 2024, sabato",6:20,7:50,12:29,14:41,16:44,18:14,milano
"8 dicembre 2024, domenica",6:21,7:51,12:29,14:41,16:44,18:14,milano
"9 dicembre 2024, lunedì",6:22,7:52,12:30,14:41,16:44,18:14,milano
"10 dicembre 2024, martedì",6:23,7:53,12:30,14:41,16:44,18:14,milano
"11 dicembre 2024, mercoledì",6:24,7:54,12:31,14:42,16:44,18:14,milano
"12 dicembre 2024, giovedì",6:24,7:54,12:31,14:42,16:44,18:14,milano
"13 dicembre 2024, venerdì",6:25,7:55,12:31,14:42,16:44,18:14,milano
"14 dicembre 2024, sabato",6:26,7:56,12:32,14:43,16:44,18:14,milano
"15 dicembre 2024, domenica",6:27,7:57,12:33,14:43,16:44,18:14,milano
"16 dicembre 2024, lunedì",6:27,7:57,12:33,14:43,16:45,18:15,milano
"17 dicembre 2024, martedì",6:28,7:58,12:33,14:43,16:45,18:15,milano
"18 dicembre 2024, mercoledì",6:29,7:59,12:34,14:44,16:45,18:15,milano
"19 dicembre 2024, giovedì",6:29,7:59,12:34,14:44,16:46,18:16,milano
"20 dicembre 2024, venerdì",6:30,8:00,12:35,14:45,16:46,18:16,milano
"21 dicembre 2024, sabato",6:30,8:00,12:35,14:45,16:47,18:17,milano
"22 dicembre 2024, domenica",6:31,8:01,12:36,14:46,16:47,18:17,milano
"23 dicembre 2024, lunedì",6:31,8:01,12:36,14:46,16:48,18:18,milano
"24 dicembre 2024, martedì",6:32,8:02,12:37,14:47,16:48,18:18,milano
"25 dicembre 2024, mercoledì",6:32,8:02,12:37,14:47,16:49,18:19,milano
"26 dicembre 2024, giovedì",6:32,8:02,12:38,14:48,16:50,18:20,milano
"27 dicembre 2024, venerdì",6:33,8:03,12:39,14:49,16:50,18:20,milano
"28 dicembre 2024, sabato",6:33,8:03,12:39,14:50,16:51,18:21,milano
"29 dicembre 2024, domenica",6:33,8:03,12:39,14:50,16:52,18:22,milano
"30 dicembre 2024, lunedì",6:33,8:03,12:40,14:51,16:53,18:23,milano
"31 dicembre 2024, martedì",6:33,8:03,12:40,14:51,16:54,18:24,milano
"1 gennaio 2024, lunedì",6:24,7:54,12:34,14:47,16:50,18:20,modena
"2 gennaio 2024, martedì",6:24,7:54,12:35,14:48,16:51,18:21,modena
"3 gennaio 2024, mercoledì",6:24,7:54,12:35,14:48,16:52,18:22,modena
"4 gennaio 2024, giovedì",6:24,7:54,12:36,14:49,16:53,18:23,modena
"5 gennaio 2024, venerdì",6:23,7:53,12:35,14:49,16:54,18:24,modena
"6 gennaio 2024, sabato",6:23,7:53,12:36,14:50,16:55,18:25,modena
"7 gennaio 2024, domenica",6:23,7:53,12:36,14:50,16:56,18:26,modena
"8 gennaio 2024, lunedì",6:23,7:53,12:37,14:51,16:57,18:27,modena
"9 gennaio 2024, martedì",6:23,7:53,12:38,14:53,16:58,18:28,modena
"10 gennaio 2024, mercoledì",6:22,7:52,12:37,14:52,16:59,18:29,modena
"11 gennaio 2024, giovedì",6:22,7:52,12:38,14:54,17:00,18:30,modena
"12 gennaio 2024, venerdì",6:22,7:52,12:39,14:55,17:01,18:31,modena
"13 gennaio 2024, sabato",6:21,7:51,12:39,14:55,17:03,18:33,modena
"14 gennaio 2024, domenica",6:21,7:51,12:39,14:56,17:04,18:34,modena
"15 gennaio 2024, lunedì",6:20,7:50,12:39,14:56,17:05,18:35,modena
"16 gennaio 2024, martedì",6:20,7:50,12:40,14:58,17:06,18:36,modena
"17 gennaio 2024, mercoledì",6:19,7:49,12:40,14:58,17:07,18:37,modena
"18 gennaio 2024, giovedì",6:19,7:49,12:41,15:00,17:09,18:39,modena
"19 gennaio 2024, venerdì",6:18,7:48,12:41,15:00,17:10,18:40,modena
"20 gennaio 2024, sabato",6:17,7:47,12:41,15:01,17:11,18:41,modena
"21 gennaio 2024, domenica",6:17,7:47,12:42,15:02,17:13,18:43,modena
"22 gennaio 2024, lunedì",6:16,7:46,12:42,15:03,17:14,18:44,modena
"23 gennaio 2024, martedì",6:15,7:45,12:42,15:03,17:15,18:45,modena
"24 gennaio 2024, mercoledì",6:14,7:44,12:42,15:04,17:17,18:47,modena
"25 gennaio 2024, giovedì",6:13,7:43,12:42,15:04,17:18,18:48,modena
"26 gennaio 2024, venerdì",6:12,7:42,12:43,15:06,17:19,18:49,modena
"27 gennaio 2024, sabato",6:11,7:41,12:43,15:06,17:21,18:51,modena
"28 gennaio 2024, domenica",6:10,7:40,12:43,15:07,17:22,18:52,modena
"29 gennaio 2024, lunedì",6:09,7:39,12:43,15:08,17:24,18:54,modena
"30 gennaio 2024, martedì",6:08,7:38,12:43,15:08,17:25,18:55,modena
"31 gennaio 2024, mercoledì",6:07,7:37,12:44,15:10,17:26,18:56,modena
"1 febbraio 2024, giovedì",6:06,7:36,12:44,15:10,17:28,18:58,modena
"2 febbraio 2024, venerdì",6:05,7:35,12:44,15:11,17:29,18:59,modena
"3 febbraio 2024, sabato",6:04,7:34,12:44,15:12,17:31,19:01,modena
"4 febbraio 2024, domenica",6:03,7:33,12:45,15:13,17:32,19:02,modena
"5 febbraio 2024, lunedì",6:02,7:32,12:45,15:14,17:33,19:03,modena
"6 febbraio 2024, martedì",6:00,7:30,12:44,15:14,17:35,19:05,modena
"7 febbraio 2024, mercoledì",5:59,7:29,12:45,15:15,17:36,19:06,modena
"8 febbraio 2024, giovedì",5:58,7:28,12:45,15:16,17:38,19:08,modena
"9 febbraio 2024, venerdì",5:56,7:26,12:44,15:16,17:39,19:09,modena
"10 febbraio 2024, sabato",5:55,7:25,12:45,15:17,17:41,19:11,modena
"11 febbraio 2024, domenica",5:54,7:24,12:45,15:18,17:42,19:12,modena
"12 febbraio 2024, lunedì",5:52,7:22,12:45,15:19,17:43,19:13,modena
"13 febbraio 2024, martedì",5:51,7:21,12:45,15:20,17:45,19:15,modena
"14 febbraio 2024, mercoledì",5:49,7:19,12:44,15:19,17:46,19:16,modena
"15 febbraio 2024, giovedì",5:48,7:18,12:45,15:21,17:48,19:18,modena
"16 febbraio 2024, venerdì",5:46,7:16,12:44,15:21,17:49,19:19,modena
"17 febbraio 2024, sabato",5:45,7:15,12:45,15:22,17:50,19:20,modena
"18 febbraio 2024, domenica",5:43,7:13,12:44,15:22,17:52,19:22,modena
"19 febbraio 2024, lunedì",5:42,7:12,12:45,15:24,17:53,19:23,modena
"20 febbraio 2024, martedì",5:40,7:10,12:44,15:24,17:55,19:25,modena
"21 febbraio 2024, mercoledì",5:39,7:09,12:45,15:25,17:56,19:26,modena
"22 febbraio 2024, giovedì",5:37,7:07,12:44,15:25,17:57,19:27,modena
"23 febbraio 2024, venerdì",5:35,7:05,12:44,15:26,17:59,19:29,modena
"24 febbraio 2024, sabato",5:34,7:04,12:44,15:27,18:00,19:30,modena
"25 febbraio 2024, domenica",5:32,7:02,12:44,15:27,18:01,19:31,modena
"26 febbraio 2024, lunedì",5:30,7:00,12:43,15:27,18:03,19:33,modena
"27 febbraio 2024, martedì",5:29,6:59,12:44,15:29,18:04,19:34,modena
"28 febbraio 2024, mercoledì",5:27,6:57,12:43,15:29,18:05,19:35,modena
"29 febbraio 2024, giovedì",5:25,6:55,12:43,15:29,18:07,19:37,modena
"1 marzo 2024, venerdì",5:24,6:54,12:43,15:30,18:08,19:38,modena
"2 marzo 2024, sabato",5:22,6:52,12:43,15:31,18:09,19:39,modena
"3 marzo 2024, domenica",5:20,6:50,12:42,15:31,18:11,19:41,modena
"4 marzo 2024, lunedì",5:18,6:48,12:42,15:31,18:12,19:42,modena
"5 marzo 2024, martedì",5:17,6:47,12:42,15:32,18:13,19:43,modena
"6 marzo 2024, mercoledì",5:15,6:45,12:42,15:33,18:15,19:45,modena
"7 marzo 2024, giovedì",5:13,6:43,12:41,15:33,18:16,19:46,modena
"8 marzo 2024, venerdì",5:11,6:41,12:41,15:34,18:17,19:47,modena
"9 marzo 2024, sabato",5:10,6:40,12:42,15:35,18:19,19:49,modena
"10 marzo 2024, domenica",5:08,6:38,12:41,15:35,18:20,19:50,modena
"11 marzo 2024, lunedì",5:06,6:36,12:41,15:36,18:21,19:51,modena
"12 marzo 2024, martedì",5:04,6:34,12:40,15:36,18:22,19:52,modena
"13 marzo 2024, mercoledì",5:02,6:32,12:40,15:36,18:24,19:54,modena
"14 marzo 2024, giovedì",5:00,6:30,12:39,15:36,18:25,19:55,modena
"15 marzo 2024, venerdì",4:59,6:29,12:40,15:38,18:26,19:56,modena
"16 marzo 2024, sabato",4:57,6:27,12:39,15:38,18:28,19:58,modena
"17 marzo 2024, domenica",4:55,6:25,12:39,15:38,18:29,19:59,modena
"18 marzo 2024, lunedì",4:53,6:23,12:39,15:39,18:30,20:00,modena
"19 marzo 2024, martedì",4:51,6:21,12:38,15:39,18:31,20:01,modena
"20 marzo 2024, mercoledì",4:49,6:19,12:38,15:40,18:33,20:03,modena
"21 marzo 2024, giovedì",4:47,6:17,12:37,15:40,18:34,20:04,modena
"22 marzo 2024, venerdì",4:46,6:16,12:38,15:41,18:35,20:05,modena
"23 marzo 2024, sabato",4:44,6:14,12:37,15:41,18:36,20:06,modena
"24 marzo 2024, domenica",4:42,6:12,12:37,15:42,18:38,20:08,modena
"25 marzo 2024, lunedì",4:40,6:10,12:36,15:42,18:39,20:09,modena
"26 marzo 2024, martedì",4:38,6:08,12:36,15:42,18:40,20:10,modena
"27 marzo 2024, mercoledì",4:36,6:06,12:36,15:43,18:41,20:11,modena
"28 marzo 2024, giovedì",4:35,6:05,12:36,15:44,18:43,20:13,modena
"29 marzo 2024, venerdì",4:33,6:03,12:36,15:45,18:44,20:14,modena
"30 marzo 2024, sabato",4:31,6:01,12:35,15:45,18:45,20:15,modena
"31 marzo 2024, domenica",5:29,6:59,13:35,16:45,19:46,21:16,modena
"1 aprile 2024, lunedì",5:27,6:57,13:34,16:45,19:48,21:18,modena
"2 aprile 2024, martedì",5:25,6:55,13:34,16:46,19:49,21:19,modena
"3 aprile 2024, mercoledì",5:24,6:54,13:34,16:47,19:50,21:20,modena
"4 aprile 2024, giovedì",5:22,6:52,13:34,16:47,19:51,21:21,modena
"5 aprile 2024, venerdì",5:20,6:50,13:33,16:47,19:53,21:23,modena
"6 aprile 2024, sabato",5:18,6:48,13:33,16:48,19:54,21:24,modena
"7 aprile 2024, domenica",5:16,6:46,13:32,16:48,19:55,21:25,modena
"8 aprile 2024, lunedì",5:14,6:44,13:32,16:48,19:56,21:26,modena
"9 aprile 2024, martedì",5:13,6:43,13:32,16:49,19:58,21:28,modena
"10 aprile 2024, mercoledì",5:11,6:41,13:32,16:50,19:59,21:29,modena
"11 aprile 2024, giovedì",5:09,6:39,13:31,16:50,20:00,21:30,modena
"12 aprile 2024, venerdì",5:07,6:37,13:31,16:50,20:01,21:31,modena
"13 aprile 2024, sabato",5:06,6:36,13:31,16:51,20:03,21:33,modena
"14 aprile 2024, domenica",5:04,6:34,13:31,16:52,20:04,21:34,modena
"15 aprile 2024, lunedì",5:02,6:32,13:30,16:52,20:05,21:35,modena
"16 aprile 2024, martedì",5:00,6:30,13:30,16:52,20:06,21:36,modena
"17 aprile 2024, mercoledì",4:59,6:29,13:30,16:53,20:08,21:38,modena
"18 aprile 2024, giovedì",4:57,6:27,13:30,16:54,20:09,21:39,modena
"19 aprile 2024, venerdì",4:55,6:25,13:29,16:54,20:10,21:40,modena
"20 aprile 2024, sabato",4:54,6:24,13:30,16:55,20:11,21:41,modena
"21 aprile 2024, domenica",4:52,6:22,13:29,16:55,20:13,21:43,modena
"22 aprile 2024, lunedì",4:51,6:21,13:30,16:57,20:14,21:44,modena
"23 aprile 2024, martedì",4:49,6:19,13:29,16:57,20:15,21:45,modena
"24 aprile 2024, mercoledì",4:47,6:17,13:28,16:56,20:16,21:46,modena
"25 aprile 2024, giovedì",4:46,6:16,13:29,16:58,20:17,21:47,modena
"26 aprile 2024, venerdì",4:44,6:14,13:28,16:58,20:19,21:49,modena
"27 aprile 2024, sabato",4:43,6:13,13:29,16:59,20:20,21:50,modena
"28 aprile 2024, domenica",4:41,6:11,13:28,16:59,20:21,21:51,modena
"29 aprile 2024, lunedì",4:40,6:10,13:28,17:00,20:22,21:52,modena
"30 aprile 2024, martedì",4:38,6:08,13:28,17:00,20:24,21:54,modena
"1 maggio 2024, mercoledì",4:37,6:07,13:28,17:01,20:25,21:55,modena
"2 maggio 2024, giovedì",4:35,6:05,13:27,17:01,20:26,21:56,modena
"3 maggio 2024, venerdì",4:34,6:04,13:28,17:02,20:27,21:57,modena
"4 maggio 2024, sabato",4:32,6:02,13:27,17:02,20:28,21:58,modena
"5 maggio 2024, domenica",4:31,6:01,13:27,17:03,20:30,22:00,modena
"6 maggio 2024, lunedì",4:30,6:00,13:28,17:04,20:31,22:01,modena
"7 maggio 2024, martedì",4:28,5:58,13:27,17:04,20:32,22:02,modena
"8 maggio 2024, mercoledì",4:27,5:57,13:27,17:05,20:33,22:03,modena
"9 maggio 2024, giovedì",4:26,5:56,13:27,17:05,20:34,22:04,modena
"10 maggio 2024, venerdì",4:25,5:55,13:28,17:07,20:36,22:06,modena
"11 maggio 2024, sabato",4:23,5:53,13:27,17:06,20:37,22:07,modena
"12 maggio 2024, domenica",4:22,5:52,13:27,17:07,20:38,22:08,modena
"13 maggio 2024, lunedì",4:21,5:51,13:27,17:08,20:39,22:09,modena
"14 maggio 2024, martedì",4:20,5:50,13:27,17:08,20:40,22:10,modena
"15 maggio 2024, mercoledì",4:19,5:49,13:27,17:09,20:41,22:11,modena
"16 maggio 2024, giovedì",4:18,5:48,13:27,17:09,20:42,22:12,modena
"17 maggio 2024, venerdì",4:17,5:47,13:27,17:10,20:44,22:14,modena
"18 maggio 2024, sabato",4:16,5:46,13:28,17:11,20:45,22:15,modena
"19 maggio 2024, domenica",4:15,5:45,13:28,17:12,20:46,22:16,modena
"20 maggio 2024, lunedì",4:14,5:44,13:28,17:12,20:47,22:17,modena
"21 maggio 2024, martedì",4:13,5:43,13:28,17:13,20:48,22:18,modena
"22 maggio 2024, mercoledì",4:12,5:42,13:28,17:13,20:49,22:19,modena
"23 maggio 2024, giovedì",4:11,5:41,13:27,17:13,20:50,22:20,modena
"24 maggio 2024, venerdì",4:10,5:40,13:27,17:13,20:51,22:21,modena
"25 maggio 2024, sabato",4:09,5:39,13:27,17:14,20:52,22:22,modena
"26 maggio 2024, domenica",4:09,5:39,13:28,17:15,20:53,22:23,modena
"27 maggio 2024, lunedì",4:08,5:38,13:28,17:15,20:54,22:24,modena
"28 maggio 2024, martedì",4:07,5:37,13:28,17:16,20:55,22:25,modena
"29 maggio 2024, mercoledì",4:06,5:36,13:28,17:16,20:56,22:26,modena
"30 maggio 2024, giovedì",4:06,5:36,13:28,17:17,20:56,22:26,modena
"31 maggio 2024, venerdì",4:05,5:35,13:28,17:17,20:57,22:27,modena
"1 giugno 2024, sabato",4:05,5:35,13:29,17:18,20:58,22:28,modena
"2 giugno 2024, domenica",4:04,5:34,13:28,17:18,20:59,22:29,modena
"3 giugno 2024, lunedì",4:04,5:34,13:29,17:19,21:00,22:30,modena
"4 giugno 2024, martedì",4:03,5:33,13:29,17:19,21:00,22:30,modena
"5 giugno 2024, mercoledì",4:03,5:33,13:29,17:20,21:01,22:31,modena
"6 giugno 2024, giovedì",4:03,5:33,13:30,17:21,21:02,22:32,modena
"7 giugno 2024, venerdì",4:02,5:32,13:29,17:20,21:03,22:33,modena
"8 giugno 2024, sabato",4:02,5:32,13:30,17:21,21:03,22:33,modena
"9 giugno 2024, domenica",4:02,5:32,13:30,17:22,21:04,22:34,modena
"10 giugno 2024, lunedì",4:02,5:32,13:30,17:22,21:04,22:34,modena
"11 giugno 2024, martedì",4:01,5:31,13:30,17:22,21:05,22:35,modena
"12 giugno 2024, mercoledì",4:01,5:31,13:30,17:22,21:05,22:35,modena
"13 giugno 2024, giovedì",4:01,5:31,13:30,17:22,21:06,22:36,modena
"14 giugno 2024, venerdì",4:01,5:31,13:31,17:23,21:06,22:36,modena
"15 giugno 2024, sabato",4:01,5:31,13:31,17:23,21:07,22:37,modena
"16 giugno 2024, domenica",4:01,5:31,13:31,17:24,21:07,22:37,modena
"17 giugno 2024, lunedì",4:01,5:31,13:31,17:24,21:08,22:38,modena
"18 giugno 2024, martedì",4:01,5:31,13:31,17:24,21:08,22:38,modena
"19 giugno 2024, mercoledì",4:01,5:31,13:31,17:24,21:08,22:38,modena
"20 giugno 2024, giovedì",4:02,5:32,13:32,17:25,21:08,22:38,modena
"21 giugno 2024, venerdì",4:02,5:32,13:32,17:25,21:09,22:39,modena
"22 giugno 2024, sabato",4:02,5:32,13:32,17:25,21:09,22:39,modena
"23 giugno 2024, domenica",4:02,5:32,13:32,17:25,21:09,22:39,modena
"24 giugno 2024, lunedì",4:03,5:33,13:33,17:26,21:09,22:39,modena
"25 giugno 2024, martedì",4:03,5:33,13:33,17:26,21:09,22:39,modena
"26 giugno 2024, mercoledì",4:03,5:33,13:33,17:25,21:09,22:39,modena
"27 giugno 2024, giovedì",4:04,5:34,13:34,17:26,21:09,22:39,modena
"28 giugno 2024, venerdì",4:04,5:34,13:33,17:25,21:09,22:39,modena
"29 giugno 2024, sabato",4:05,5:35,13:34,17:26,21:09,22:39,modena
"30 giugno 2024, domenica",4:05,5:35,13:34,17:26,21:09,22:39,modena
"1 luglio 2024, lunedì",4:06,5:36,13:34,17:26,21:09,22:39,modena
"2 luglio 2024, martedì",4:06,5:36,13:34,17:25,21:08,22:38,modena
"3 luglio 2024, mercoledì",4:07,5:37,13:35,17:26,21:08,22:38,modena
"4 luglio 2024, giovedì",4:08,5:38,13:35,17:26,21:08,22:38,modena
"5 luglio 2024, venerdì",4:08,5:38,13:35,17:26,21:07,22:37,modena
"6 luglio 2024, sabato",4:09,5:39,13:35,17:26,21:07,22:37,modena
"7 luglio 2024, domenica",4:10,5:40,13:35,17:25,21:07,22:37,modena
"8 luglio 2024, lunedì",4:10,5:40,13:35,17:25,21:06,22:36,modena
"9 luglio 2024, martedì",4:11,5:41,13:35,17:25,21:06,22:36,modena
"10 luglio 2024, mercoledì",4:12,5:42,13:36,17:25,21:05,22:35,modena
"11 luglio 2024, giovedì",4:13,5:43,13:36,17:25,21:05,22:35,modena
"12 luglio 2024, venerdì",4:14,5:44,13:36,17:25,21:04,22:34,modena
"13 luglio 2024, sabato",4:14,5:44,13:35,17:23,21:03,22:33,modena
"14 luglio 2024, domenica",4:15,5:45,13:36,17:24,21:03,22:33,modena
"15 luglio 2024, lunedì",4:16,5:46,13:36,17:23,21:02,22:32,modena
"16 luglio 2024, martedì",4:17,5:47,13:36,17:23,21:01,22:31,modena
"17 luglio 2024, mercoledì",4:18,5:48,13:36,17:23,21:00,22:30,modena
"18 luglio 2024, giovedì",4:19,5:49,13:36,17:22,21:00,22:30,modena
"19 luglio 2024, venerdì",4:20,5:50,13:36,17:22,20:59,22:29,modena
"20 luglio 2024, sabato",4:21,5:51,13:36,17:21,20:58,22:28,modena
"21 luglio 2024, domenica",4:22,5:52,13:36,17:21,20:57,22:27,modena
"22 luglio 2024, lunedì",4:23,5:53,13:36,17:20,20:56,22:26,modena
"23 luglio 2024, martedì",4:24,5:54,13:36,17:20,20:55,22:25,modena
"24 luglio 2024, mercoledì",4:25,5:55,13:36,17:19,20:54,22:24,modena
"25 luglio 2024, giovedì",4:26,5:56,13:36,17:19,20:53,22:23,modena
"26 luglio 2024, venerdì",4:27,5:57,13:36,17:18,20:52,22:22,modena
"27 luglio 2024, sabato",4:28,5:58,13:36,17:18,20:51,22:21,modena
"28 luglio 2024, domenica",4:29,5:59,13:36,17:17,20:50,22:20,modena
"29 luglio 2024, lunedì",4:30,6:00,13:36,17:17,20:48,22:18,modena
"30 luglio 2024, martedì",4:32,6:02,13:37,17:17,20:47,22:17,modena
"31 luglio 2024, mercoledì",4:33,6:03,13:37,17:16,20:46,22:16,modena
"1 agosto 2024, giovedì",4:34,6:04,13:37,17:16,20:45,22:15,modena
"2 agosto 2024, venerdì",4:35,6:05,13:36,17:14,20:44,22:14,modena
"3 agosto 2024, sabato",4:36,6:06,13:36,17:14,20:42,22:12,modena
"4 agosto 2024, domenica",4:37,6:07,13:36,17:13,20:41,22:11,modena
"5 agosto 2024, lunedì",4:38,6:08,13:36,17:12,20:40,22:10,modena
"6 agosto 2024, martedì",4:39,6:09,13:35,17:11,20:38,22:08,modena
"7 agosto 2024, mercoledì",4:41,6:11,13:36,17:11,20:37,22:07,modena
"8 agosto 2024, giovedì",4:42,6:12,13:36,17:10,20:35,22:05,modena
"9 agosto 2024, venerdì",4:43,6:13,13:36,17:10,20:34,22:04,modena
"10 agosto 2024, sabato",4:44,6:14,13:35,17:08,20:32,22:02,modena
"11 agosto 2024, domenica",4:45,6:15,13:35,17:07,20:31,22:01,modena
"12 agosto 2024, lunedì",4:46,6:16,13:35,17:07,20:29,21:59,modena
"13 agosto 2024, martedì",4:48,6:18,13:35,17:06,20:28,21:58,modena
"14 agosto 2024, mercoledì",4:49,6:19,13:35,17:05,20:26,21:56,modena
"15 agosto 2024, giovedì",4:50,6:20,13:34,17:04,20:25,21:55,modena
"16 agosto 2024, venerdì",4:51,6:21,13:34,17:03,20:23,21:53,modena
"17 agosto 2024, sabato",4:52,6:22,13:34,17:02,20:22,21:52,modena
"18 agosto 2024, domenica",4:53,6:23,13:33,17:01,20:20,21:50,modena
"19 agosto 2024, lunedì",4:55,6:25,13:34,17:01,20:18,21:48,modena
"20 agosto 2024, martedì",4:56,6:26,13:33,16:59,20:17,21:47,modena
"21 agosto 2024, mercoledì",4:57,6:27,13:33,16:59,20:15,21:45,modena
"22 agosto 2024, giovedì",4:58,6:28,13:33,16:58,20:13,21:43,modena
"23 agosto 2024, venerdì",4:59,6:29,13:32,16:56,20:12,21:42,modena
"24 agosto 2024, sabato",5:00,6:30,13:32,16:55,20:10,21:40,modena
"25 agosto 2024, domenica",5:02,6:32,13:32,16:55,20:08,21:38,modena
"26 agosto 2024, lunedì",5:03,6:33,13:32,16:54,20:06,21:36,modena
"27 agosto 2024, martedì",5:04,6:34,13:31,16:52,20:05,21:35,modena
"28 agosto 2024, mercoledì",5:05,6:35,13:31,16:51,20:03,21:33,modena
"29 agosto 2024, giovedì",5:06,6:36,13:30,16:50,20:01,21:31,modena
"30 agosto 2024, venerdì",5:07,6:37,13:30,16:49,19:59,21:29,modena
"31 agosto 2024, sabato",5:09,6:39,13:31,16:49,19:58,21:28,modena
"1 settembre 2024, domenica",5:10,6:40,13:30,16:48,19:56,21:26,modena
"2 settembre 2024, lunedì",5:11,6:41,13:30,16:47,19:54,21:24,modena
"3 settembre 2024, martedì",5:12,6:42,13:29,16:45,19:52,21:22,modena
"4 settembre 2024, mercoledì",5:13,6:43,13:29,16:44,19:50,21:20,modena
"5 settembre 2024, giovedì",5:14,6:44,13:28,16:43,19:48,21:18,modena
"6 settembre 2024, venerdì",5:16,6:46,13:29,16:43,19:47,21:17,modena
"7 settembre 2024, sabato",5:17,6:47,13:28,16:41,19:45,21:15,modena
"8 settembre 2024, domenica",5:18,6:48,13:28,16:40,19:43,21:13,modena
"9 settembre 2024, lunedì",5:19,6:49,13:27,16:39,19:41,21:11,modena
"10 settembre 2024, martedì",5:20,6:50,13:27,16:38,19:39,21:09,modena
"11 settembre 2024, mercoledì",5:21,6:51,13:26,16:36,19:37,21:07,modena
"12 settembre 2024, giovedì",5:23,6:53,13:26,16:35,19:35,21:05,modena
"13 settembre 2024, venerdì",5:24,6:54,13:26,16:34,19:34,21:04,modena
"14 settembre 2024, sabato",5:25,6:55,13:25,16:33,19:32,21:02,modena
"15 settembre 2024, domenica",5:26,6:56,13:25,16:32,19:30,21:00,modena
"16 settembre 2024, lunedì",5:27,6:57,13:24,16:30,19:28,20:58,modena
"17 settembre 2024, martedì",5:28,6:58,13:24,16:29,19:26,20:56,modena
"18 settembre 2024, mercoledì",5:30,7:00,13:24,16:29,19:24,20:54,modena
"19 settembre 2024, giovedì",5:31,7:01,13:24,16:28,19:22,20:52,modena
"20 settembre 2024, venerdì",5:32,7:02,13:23,16:26,19:20,20:50,modena
"21 settembre 2024, sabato",5:33,7:03,13:23,16:25,19:19,20:49,modena
"22 settembre 2024, domenica",5:34,7:04,13:22,16:24,19:17,20:47,modena
"23 settembre 2024, lunedì",5:35,7:05,13:22,16:23,19:15,20:45,modena
"24 settembre 2024, martedì",5:37,7:07,13:22,16:22,19:13,20:43,modena
"25 settembre 2024, mercoledì",5:38,7:08,13:22,16:21,19:11,20:41,modena
"26 settembre 2024, giovedì",5:39,7:09,13:21,16:20,19:09,20:39,modena
"27 settembre 2024, venerdì",5:40,7:10,13:21,16:19,19:07,20:37,modena
"28 settembre 2024, sabato",5:41,7:11,13:20,16:17,19:05,20:35,modena
"29 settembre 2024, domenica",5:43,7:13,13:20,16:16,19:04,20:34,modena
"30 settembre 2024, lunedì",5:44,7:14,13:20,16:15,19:02,20:32,modena
"1 ottobre 2024, martedì",5:45,7:15,13:19,16:14,19:00,20:30,modena
"2 ottobre 2024, mercoledì",5:46,7:16,13:19,16:13,18:58,20:28,modena
"3 ottobre 2024, giovedì",5:47,7:17,13:18,16:11,18:56,20:26,modena
"4 ottobre 2024, venerdì",5:49,7:19,13:19,16:11,18:54,20:24,modena
"5 ottobre 2024, sabato",5:50,7:20,13:18,16:10,18:53,20:23,modena
"6 ottobre 2024, domenica",5:51,7:21,13:18,16:09,18:51,20:21,modena
"7 ottobre 2024, lunedì",5:52,7:22,13:17,16:07,18:49,20:19,modena
"8 ottobre 2024, martedì",5:54,7:24,13:18,16:07,18:47,20:17,modena
"9 ottobre 2024, mercoledì",5:55,7:25,13:17,16:06,18:45,20:15,modena
"10 ottobre 2024, giovedì",5:56,7:26,13:17,16:05,18:44,20:14,modena
"11 ottobre 2024, venerdì",5:57,7:27,13:16,16:03,18:42,20:12,modena
"12 ottobre 2024, sabato",5:59,7:29,13:17,16:03,18:40,20:10,modena
"13 ottobre 2024, domenica",6:00,7:30,13:16,16:02,18:38,20:08,modena
"14 ottobre 2024, lunedì",6:01,7:31,13:16,16:01,18:37,20:07,modena
"15 ottobre 2024, martedì",6:02,7:32,13:15,15:59,18:35,20:05,modena
"16 ottobre 2024, mercoledì",6:04,7:34,13:16,15:59,18:33,20:03,modena
"17 ottobre 2024, giovedì",6:05,7:35,13:15,15:58,18:31,20:01,modena
"18 ottobre 2024, venerdì",6:06,7:36,13:15,15:57,18:30,20:00,modena
"19 ottobre 2024, sabato",6:08,7:38,13:15,15:56,18:28,19:58,modena
"20 ottobre 2024, domenica",6:09,7:39,13:15,15:55,18:26,19:56,modena
"21 ottobre 2024, lunedì",6:10,7:40,13:14,15:54,18:25,19:55,modena
