Data,Fajr,Sunrise,Zuhr,Asr,Maghrib,Isha,City Name
"28 gennaio 2025, martedì",6:08:00,7:38:00,12:40:00,15:03:30,17:17:00,18:47:00,padova
"29 gennaio 2025, mercoledì",6:07:00,7:37:00,12:40:30,15:04:45,17:19:00,18:49:00,padova
"30 gennaio 2025, giovedì",6:06:00,7:36:00,12:40:30,15:05:15,17:20:00,18:50:00,padova
"31 gennaio 2025, venerdì",6:05:00,7:35:00,12:41:00,15:06:30,17:22:00,18:52:00,padova
"1 febbraio 2025, sabato",6:03:00,7:33:00,12:40:00,15:06:00,17:23:00,18:53:00,padova
"2 febbraio 2025, domenica",6:02:00,7:32:00,12:40:30,15:07:15,17:25:00,18:55:00,padova
"3 febbraio 2025, lunedì",6:01:00,7:31:00,12:41:00,15:08:30,17:26:00,18:56:00,padova
"4 febbraio 2025, martedì",6:00:00,7:30:00,12:41:00,15:09:00,17:28:00,18:58:00,padova
"5 febbraio 2025, mercoledì",5:58:00,7:28:00,12:40:30,15:09:15,17:29:00,18:59:00,padova
"6 febbraio 2025, giovedì",5:57:00,7:27:00,12:41:00,15:10:30,17:30:00,19:00:00,padova
"7 febbraio 2025, venerdì",5:56:00,7:26:00,12:41:30,15:11:45,17:32:00,19:02:00,padova
"8 febbraio 2025, sabato",5:54:00,7:24:00,12:40:30,15:11:15,17:33:00,19:03:00,padova
"9 febbraio 2025, domenica",5:53:00,7:23:00,12:41:00,15:12:30,17:35:00,19:05:00,padova
"10 febbraio 2025, lunedì",5:52:00,7:22:00,12:41:30,15:13:45,17:36:00,19:06:00,padova
"11 febbraio 2025, martedì",5:50:00,7:20:00,12:41:00,15:14:00,17:38:00,19:08:00,padova
"12 febbraio 2025, mercoledì",5:49:00,7:19:00,12:41:30,15:15:15,17:39:00,19:09:00,padova
"13 febbraio 2025, giovedì",5:47:00,7:17:00,12:41:00,15:15:30,17:41:00,19:11:00,padova
"14 febbraio 2025, venerdì",5:46:00,7:16:00,12:41:30,15:16:45,17:42:00,19:12:00,padova
"15 febbraio 2025, sabato",5:44:00,7:14:00,12:41:00,15:17:00,17:44:00,19:14:00,padova
"16 febbraio 2025, domenica",5:43:00,7:13:00,12:41:30,15:18:15,17:45:00,19:15:00,padova
"17 febbraio 2025, lunedì",5:41:00,7:11:00,12:41:00,15:18:30,17:46:00,19:16:00,padova
"18 febbraio 2025, martedì",5:40:00,7:10:00,12:41:30,15:19:45,17:48:00,19:18:00,padova
"19 febbraio 2025, mercoledì",5:38:00,7:08:00,12:41:00,15:20:00,17:49:00,19:19:00,padova
"20 febbraio 2025, giovedì",5:36:00,7:06:00,12:40:30,15:20:15,17:51:00,19:21:00,padova
"21 febbraio 2025, venerdì",5:35:00,7:05:00,12:41:00,15:21:30,17:52:00,19:22:00,padova
"22 febbraio 2025, sabato",5:33:00,7:03:00,12:40:30,15:21:45,17:53:00,19:23:00,padova
"23 febbraio 2025, domenica",5:31:00,7:01:00,12:40:00,15:22:00,17:55:00,19:25:00,padova
"24 febbraio 2025, lunedì",5:30:00,7:00:00,12:40:30,15:23:15,17:56:00,19:26:00,padova
"25 febbraio 2025, martedì",5:28:00,6:58:00,12:40:00,15:23:30,17:58:00,19:28:00,padova
"26 febbraio 2025, mercoledì",5:26:00,6:56:00,12:39:30,15:23:45,17:59:00,19:29:00,padova
"27 febbraio 2025, giovedì",5:24:00,6:54:00,12:39:00,15:24:00,18:00:00,19:30:00,padova
"28 febbraio 2025, venerdì",5:23:00,6:53:00,12:40:00,15:26:00,18:02:00,19:32:00,padova
"1 marzo 2025, sabato",5:21:00,6:51:00,12:39:30,15:26:15,18:03:00,19:33:00,padova
"2 marzo 2025, domenica",5:19:00,6:49:00,12:39:00,15:26:30,18:05:00,19:35:00,padova
"3 marzo 2025, lunedì",5:17:00,6:47:00,12:38:30,15:26:45,18:06:00,19:36:00,padova
"4 marzo 2025, martedì",5:16:00,6:46:00,12:39:00,15:28:00,18:07:00,19:37:00,padova
"5 marzo 2025, mercoledì",5:14:00,6:44:00,12:38:30,15:28:15,18:09:00,19:39:00,padova
"6 marzo 2025, giovedì",5:12:00,6:42:00,12:38:30,15:29:15,18:10:00,19:40:00,padova
"7 marzo 2025, venerdì",5:10:00,6:40:00,12:38:00,15:29:30,18:11:00,19:41:00,padova
"8 marzo 2025, sabato",5:08:00,6:38:00,12:37:30,15:29:45,18:13:00,19:43:00,padova
"9 marzo 2025, domenica",5:07:00,6:37:00,12:38:00,15:31:00,18:14:00,19:44:00,padova
"10 marzo 2025, lunedì",5:05:00,6:35:00,12:37:30,15:31:15,18:15:00,19:45:00,padova
"11 marzo 2025, martedì",5:03:00,6:33:00,12:37:00,15:31:30,18:17:00,19:47:00,padova
"12 marzo 2025, mercoledì",5:01:00,6:31:00,12:37:00,15:32:30,18:18:00,19:48:00,padova
"13 marzo 2025, giovedì",4:59:00,6:29:00,12:36:30,15:32:45,18:19:00,19:49:00,padova
"14 marzo 2025, venerdì",4:57:00,6:27:00,12:36:00,15:33:00,18:21:00,19:51:00,padova
"15 marzo 2025, sabato",4:55:00,6:25:00,12:35:30,15:33:15,18:22:00,19:52:00,padova
"16 marzo 2025, domenica",4:53:00,6:23:00,12:35:00,15:33:30,18:23:00,19:53:00,padova
"17 marzo 2025, lunedì",4:52:00,6:22:00,12:36:00,15:35:30,18:25:00,19:55:00,padova
"18 marzo 2025, martedì",4:50:00,6:20:00,12:35:30,15:35:45,18:26:00,19:56:00,padova
"19 marzo 2025, mercoledì",4:48:00,6:18:00,12:35:00,15:36:00,18:27:00,19:57:00,padova
"20 marzo 2025, giovedì",4:46:00,6:16:00,12:34:30,15:36:15,18:29:00,19:59:00,padova
"21 marzo 2025, venerdì",4:44:00,6:14:00,12:34:00,15:36:30,18:30:00,20:00:00,padova
"22 marzo 2025, sabato",4:42:00,6:12:00,12:34:00,15:37:30,18:31:00,20:01:00,padova
"23 marzo 2025, domenica",4:40:00,6:10:00,12:33:30,15:37:45,18:33:00,20:03:00,padova
"24 marzo 2025, lunedì",4:38:00,6:08:00,12:33:00,15:38:00,18:34:00,20:04:00,padova
"25 marzo 2025, martedì",4:36:00,6:06:00,12:32:30,15:38:15,18:35:00,20:05:00,padova
"26 marzo 2025, mercoledì",4:35:00,6:05:00,12:33:00,15:39:30,18:36:00,20:06:00,padova
"27 marzo 2025, giovedì",4:33:00,6:03:00,12:33:00,15:40:30,18:38:00,20:08:00,padova
"28 marzo 2025, venerdì",4:31:00,6:01:00,12:32:30,15:40:45,18:39:00,20:09:00,padova
"29 marzo 2025, sabato",4:29:00,5:59:00,12:32:00,15:41:00,18:40:00,20:10:00,padova
"30 marzo 2025, domenica",5:27:00,6:57:00,13:31:30,16:41:15,19:42:00,21:12:00,padova
"31 marzo 2025, lunedì",5:25:00,6:55:00,13:31:00,16:41:30,19:43:00,21:13:00,padova
"1 aprile 2025, martedì",5:23:00,6:53:00,13:30:30,16:41:45,19:44:00,21:14:00,padova
"2 aprile 2025, mercoledì",5:21:00,6:51:00,13:30:30,16:42:45,19:45:00,21:15:00,padova
"3 aprile 2025, giovedì",5:19:00,6:49:00,13:30:00,16:43:00,19:47:00,21:17:00,padova
"4 aprile 2025, venerdì",5:18:00,6:48:00,13:30:30,16:44:15,19:48:00,21:18:00,padova
"5 aprile 2025, sabato",5:16:00,6:46:00,13:30:00,16:44:30,19:49:00,21:19:00,padova
"6 aprile 2025, domenica",5:14:00,6:44:00,13:29:30,16:44:45,19:51:00,21:21:00,padova
"7 aprile 2025, lunedì",5:12:00,6:42:00,13:29:00,16:45:00,19:52:00,21:22:00,padova
"8 aprile 2025, martedì",5:10:00,6:40:00,13:28:30,16:45:15,19:53:00,21:23:00,padova
"9 aprile 2025, mercoledì",5:08:00,6:38:00,13:28:30,16:46:15,19:54:00,21:24:00,padova
"10 aprile 2025, giovedì",5:07:00,6:37:00,13:29:00,16:47:30,19:56:00,21:26:00,padova
"11 aprile 2025, venerdì",5:05:00,6:35:00,13:28:30,16:47:45,19:57:00,21:27:00,padova
"12 aprile 2025, sabato",5:03:00,6:33:00,13:28:00,16:48:00,19:58:00,21:28:00,padova
"13 aprile 2025, domenica",5:01:00,6:31:00,13:27:30,16:48:15,20:00:00,21:30:00,padova
"14 aprile 2025, lunedì",4:59:00,6:29:00,13:27:00,16:48:30,20:01:00,21:31:00,padova
"15 aprile 2025, martedì",4:58:00,6:28:00,13:27:30,16:49:45,20:02:00,21:32:00,padova
"16 aprile 2025, mercoledì",4:56:00,6:26:00,13:27:00,16:50:00,20:03:00,21:33:00,padova
"17 aprile 2025, giovedì",4:54:00,6:24:00,13:26:30,16:50:15,20:05:00,21:35:00,padova
"18 aprile 2025, venerdì",4:52:00,6:22:00,13:26:00,16:50:30,20:06:00,21:36:00,padova
"19 aprile 2025, sabato",4:51:00,6:21:00,13:26:30,16:51:45,20:07:00,21:37:00,padova
"20 aprile 2025, domenica",4:49:00,6:19:00,13:26:00,16:52:00,20:09:00,21:39:00,padova
"21 aprile 2025, lunedì",4:47:00,6:17:00,13:25:30,16:52:15,20:10:00,21:40:00,padova
"22 aprile 2025, martedì",4:46:00,6:16:00,13:26:00,16:53:30,20:11:00,21:41:00,padova
"23 aprile 2025, mercoledì",4:44:00,6:14:00,13:25:30,16:53:45,20:12:00,21:42:00,padova
"24 aprile 2025, giovedì",4:42:00,6:12:00,13:25:00,16:54:00,20:14:00,21:44:00,padova
"25 aprile 2025, venerdì",4:41:00,6:11:00,13:25:30,16:55:15,20:15:00,21:45:00,padova
"26 aprile 2025, sabato",4:39:00,6:09:00,13:25:00,16:55:30,20:16:00,21:46:00,padova
"27 aprile 2025, domenica",4:38:00,6:08:00,13:25:00,16:56:00,20:17:00,21:47:00,padova
"28 aprile 2025, lunedì",4:36:00,6:06:00,13:24:30,16:56:15,20:19:00,21:49:00,padova
"29 aprile 2025, martedì",4:34:00,6:04:00,13:24:00,16:56:30,20:20:00,21:50:00,padova
"30 aprile 2025, mercoledì",4:33:00,6:03:00,13:24:30,16:57:45,20:21:00,21:51:00,padova
"1 maggio 2025, giovedì",4:31:00,6:01:00,13:24:00,16:58:00,20:23:00,21:53:00,padova
"2 maggio 2025, venerdì",4:30:00,6:00:00,13:24:00,16:58:30,20:24:00,21:54:00,padova
"3 maggio 2025, sabato",4:28:00,5:58:00,13:23:30,16:58:45,20:25:00,21:55:00,padova
"4 maggio 2025, domenica",4:27:00,5:57:00,13:24:00,17:00:00,20:26:00,21:56:00,padova
"5 maggio 2025, lunedì",4:26:00,5:56:00,13:24:00,17:00:30,20:28:00,21:58:00,padova
"6 maggio 2025, martedì",4:24:00,5:54:00,13:23:30,17:00:45,20:29:00,21:59:00,padova
"7 maggio 2025, mercoledì",4:23:00,5:53:00,13:24:00,17:02:00,20:30:00,22:00:00,padova
"8 maggio 2025, giovedì",4:21:00,5:51:00,13:23:00,17:01:30,20:31:00,22:01:00,padova
"9 maggio 2025, venerdì",4:20:00,5:50:00,13:23:30,17:02:45,20:32:00,22:02:00,padova
"10 maggio 2025, sabato",4:19:00,5:49:00,13:23:30,17:03:15,20:34:00,22:04:00,padova
"11 maggio 2025, domenica",4:18:00,5:48:00,13:24:00,17:04:30,20:35:00,22:05:00,padova
"12 maggio 2025, lunedì",4:16:00,5:46:00,13:23:00,17:04:00,20:36:00,22:06:00,padova
"13 maggio 2025, martedì",4:15:00,5:45:00,13:23:30,17:05:15,20:37:00,22:07:00,padova
"14 maggio 2025, mercoledì",4:14:00,5:44:00,13:23:30,17:05:45,20:38:00,22:08:00,padova
"15 maggio 2025, giovedì",4:13:00,5:43:00,13:23:30,17:06:15,20:40:00,22:10:00,padova
"16 maggio 2025, venerdì",4:12:00,5:42:00,13:24:00,17:07:30,20:41:00,22:11:00,padova
"17 maggio 2025, sabato",4:11:00,5:41:00,13:24:00,17:08:00,20:42:00,22:12:00,padova
"18 maggio 2025, domenica",4:10:00,5:40:00,13:24:00,17:08:30,20:43:00,22:13:00,padova
"19 maggio 2025, lunedì",4:09:00,5:39:00,13:24:00,17:09:00,20:44:00,22:14:00,padova
"20 maggio 2025, martedì",4:08:00,5:38:00,13:24:00,17:09:30,20:45:00,22:15:00,padova
"21 maggio 2025, mercoledì",4:07:00,5:37:00,13:24:00,17:10:00,20:46:00,22:16:00,padova
"22 maggio 2025, giovedì",4:06:00,5:36:00,13:24:00,17:10:30,20:47:00,22:17:00,padova
"23 maggio 2025, venerdì",4:05:00,5:35:00,13:24:00,17:11:00,20:48:00,22:18:00,padova
"24 maggio 2025, sabato",4:04:00,5:34:00,13:24:00,17:11:30,20:49:00,22:19:00,padova
"25 maggio 2025, domenica",4:03:00,5:33:00,13:24:00,17:12:00,20:50:00,22:20:00,padova
"26 maggio 2025, lunedì",4:02:00,5:32:00,13:24:00,17:12:30,20:51:00,22:21:00,padova
"27 maggio 2025, martedì",4:01:00,5:31:00,13:23:30,17:12:15,20:52:00,22:22:00,padova
"28 maggio 2025, mercoledì",4:01:00,5:31:00,13:24:30,17:13:45,20:53:00,22:23:00,padova
"29 maggio 2025, giovedì",4:00:00,5:30:00,13:24:30,17:14:15,20:54:00,22:24:00,padova
"30 maggio 2025, venerdì",3:59:00,5:29:00,13:24:00,17:14:00,20:55:00,22:25:00,padova
"31 maggio 2025, sabato",3:59:00,5:29:00,13:25:00,17:15:30,20:56:00,22:26:00,padova
"1 giugno 2025, domenica",3:58:00,5:28:00,13:24:30,17:15:15,20:57:00,22:27:00,padova
"2 giugno 2025, lunedì",3:58:00,5:28:00,13:25:30,17:16:45,20:58:00,22:28:00,padova
"3 giugno 2025, martedì",3:57:00,5:27:00,13:25:00,17:16:30,20:59:00,22:29:00,padova
"4 giugno 2025, mercoledì",3:57:00,5:27:00,13:25:30,17:17:15,20:59:00,22:29:00,padova
"5 giugno 2025, giovedì",3:56:00,5:26:00,13:25:00,17:17:00,21:00:00,22:30:00,padova
"6 giugno 2025, venerdì",3:56:00,5:26:00,13:25:30,17:17:45,21:01:00,22:31:00,padova
"7 giugno 2025, sabato",3:56:00,5:26:00,13:26:00,17:18:30,21:02:00,22:32:00,padova
"8 giugno 2025, domenica",3:55:00,5:25:00,13:25:30,17:18:15,21:02:00,22:32:00,padova
"9 giugno 2025, lunedì",3:55:00,5:25:00,13:26:00,17:19:00,21:03:00,22:33:00,padova
"10 giugno 2025, martedì",3:55:00,5:25:00,13:26:30,17:19:45,21:03:00,22:33:00,padova
"11 giugno 2025, mercoledì",3:55:00,5:25:00,13:27:00,17:20:30,21:04:00,22:34:00,padova
"12 giugno 2025, giovedì",3:54:00,5:24:00,13:26:30,17:20:15,21:05:00,22:35:00,padova
"13 giugno 2025, venerdì",3:54:00,5:24:00,13:26:30,17:20:15,21:05:00,22:35:00,padova
"14 giugno 2025, sabato",3:54:00,5:24:00,13:27:00,17:21:00,21:06:00,22:36:00,padova
"15 giugno 2025, domenica",3:54:00,5:24:00,13:27:00,17:21:00,21:06:00,22:36:00,padova
"16 giugno 2025, lunedì",3:54:00,5:24:00,13:27:30,17:21:45,21:06:00,22:36:00,padova
"17 giugno 2025, martedì",3:54:00,5:24:00,13:27:30,17:21:45,21:07:00,22:37:00,padova
"18 giugno 2025, mercoledì",3:54:00,5:24:00,13:27:30,17:21:45,21:07:00,22:37:00,padova
"19 giugno 2025, giovedì",3:55:00,5:25:00,13:28:30,17:22:45,21:07:00,22:37:00,padova
"20 giugno 2025, venerdì",3:55:00,5:25:00,13:28:30,17:22:45,21:08:00,22:38:00,padova
"21 giugno 2025, sabato",3:55:00,5:25:00,13:28:30,17:22:45,21:08:00,22:38:00,padova
"22 giugno 2025, domenica",3:55:00,5:25:00,13:28:30,17:22:45,21:08:00,22:38:00,padova
"23 giugno 2025, lunedì",3:55:00,5:25:00,13:28:30,17:22:45,21:08:00,22:38:00,padova
"24 giugno 2025, martedì",3:56:00,5:26:00,13:29:30,17:23:45,21:08:00,22:38:00,padova
"25 giugno 2025, mercoledì",3:56:00,5:26:00,13:29:30,17:23:45,21:08:00,22:38:00,padova
"26 giugno 2025, giovedì",3:56:00,5:26:00,13:29:00,17:23:00,21:08:00,22:38:00,padova
"27 giugno 2025, venerdì",3:57:00,5:27:00,13:30:00,17:24:00,21:08:00,22:38:00,padova
"28 giugno 2025, sabato",3:57:00,5:27:00,13:29:30,17:23:15,21:08:00,22:38:00,padova
"29 giugno 2025, domenica",3:58:00,5:28:00,13:30:30,17:24:15,21:08:00,22:38:00,padova
"30 giugno 2025, lunedì",3:58:00,5:28:00,13:30:00,17:23:30,21:08:00,22:38:00,padova
"1 luglio 2025, martedì",3:59:00,5:29:00,13:30:30,17:23:45,21:08:00,22:38:00,padova
"2 luglio 2025, mercoledì",3:59:00,5:29:00,13:30:30,17:23:45,21:08:00,22:38:00,padova
"3 luglio 2025, giovedì",4:00:00,5:30:00,13:31:00,17:24:00,21:07:00,22:37:00,padova
"4 luglio 2025, venerdì",4:01:00,5:31:00,13:31:30,17:24:15,21:07:00,22:37:00,padova
"5 luglio 2025, sabato",4:01:00,5:31:00,13:31:00,17:23:30,21:07:00,22:37:00,padova
"6 luglio 2025, domenica",4:02:00,5:32:00,13:31:30,17:23:45,21:06:00,22:36:00,padova
"7 luglio 2025, lunedì",4:03:00,5:33:00,13:32:00,17:24:00,21:06:00,22:36:00,padova
"8 luglio 2025, martedì",4:04:00,5:34:00,13:32:00,17:23:30,21:05:00,22:35:00,padova
"9 luglio 2025, mercoledì",4:04:00,5:34:00,13:31:30,17:22:45,21:05:00,22:35:00,padova
"10 luglio 2025, giovedì",4:05:00,5:35:00,13:32:00,17:23:00,21:04:00,22:34:00,padova
"11 luglio 2025, venerdì",4:06:00,5:36:00,13:32:00,17:22:30,21:04:00,22:34:00,padova
"12 luglio 2025, sabato",4:07:00,5:37:00,13:32:30,17:22:45,21:03:00,22:33:00,padova
"13 luglio 2025, domenica",4:08:00,5:38:00,13:32:30,17:22:15,21:02:00,22:32:00,padova
"14 luglio 2025, lunedì",4:09:00,5:39:00,13:33:00,17:22:30,21:02:00,22:32:00,padova
"15 luglio 2025, martedì",4:09:00,5:39:00,13:32:00,17:21:00,21:01:00,22:31:00,padova
"16 luglio 2025, mercoledì",4:10:00,5:40:00,13:32:00,17:20:30,21:00:00,22:30:00,padova
"17 luglio 2025, giovedì",4:11:00,5:41:00,13:32:30,17:20:45,20:59:00,22:29:00,padova
"18 luglio 2025, venerdì",4:12:00,5:42:00,13:32:30,17:20:15,20:59:00,22:29:00,padova
"19 luglio 2025, sabato",4:13:00,5:43:00,13:32:30,17:19:45,20:58:00,22:28:00,padova
"20 luglio 2025, domenica",4:14:00,5:44:00,13:32:30,17:19:15,20:57:00,22:27:00,padova
"21 luglio 2025, lunedì",4:15:00,5:45:00,13:32:30,17:18:45,20:56:00,22:26:00,padova
"22 luglio 2025, martedì",4:16:00,5:46:00,13:32:30,17:18:15,20:55:00,22:25:00,padova
"23 luglio 2025, mercoledì",4:17:00,5:47:00,13:32:30,17:17:45,20:54:00,22:24:00,padova
"24 luglio 2025, giovedì",4:19:00,5:49:00,13:33:30,17:18:15,20:53:00,22:23:00,padova
"25 luglio 2025, venerdì",4:20:00,5:50:00,13:33:30,17:17:45,20:52:00,22:22:00,padova
"26 luglio 2025, sabato",4:21:00,5:51:00,13:33:30,17:17:15,20:51:00,22:21:00,padova
"27 luglio 2025, domenica",4:22:00,5:52:00,13:33:00,17:16:00,20:50:00,22:20:00,padova
"28 luglio 2025, lunedì",4:23:00,5:53:00,13:33:00,17:15:30,20:48:00,22:18:00,padova
"29 luglio 2025, martedì",4:24:00,5:54:00,13:33:00,17:15:00,20:47:00,22:17:00,padova
"30 luglio 2025, mercoledì",4:25:00,5:55:00,13:32:30,17:13:45,20:46:00,22:16:00,padova
"31 luglio 2025, giovedì",4:26:00,5:56:00,13:32:30,17:13:15,20:45:00,22:15:00,padova
"1 agosto 2025, venerdì",4:27:00,5:57:00,13:32:00,17:12:00,20:43:00,22:13:00,padova
"2 agosto 2025, sabato",4:29:00,5:59:00,13:33:00,17:12:30,20:42:00,22:12:00,padova
"3 agosto 2025, domenica",4:30:00,6:00:00,13:33:00,17:12:00,20:41:00,22:11:00,padova
"4 agosto 2025, lunedì",4:31:00,6:01:00,13:32:30,17:10:45,20:39:00,22:09:00,padova
"5 agosto 2025, martedì",4:32:00,6:02:00,13:32:00,17:09:30,20:38:00,22:08:00,padova
"6 agosto 2025, mercoledì",4:33:00,6:03:00,13:32:00,17:09:00,20:37:00,22:07:00,padova
"7 agosto 2025, giovedì",4:34:00,6:04:00,13:31:30,17:07:45,20:35:00,22:05:00,padova
"8 agosto 2025, venerdì",4:36:00,6:06:00,13:32:30,17:08:15,20:34:00,22:04:00,padova
"9 agosto 2025, sabato",4:37:00,6:07:00,13:32:00,17:07:00,20:32:00,22:02:00,padova
"10 agosto 2025, domenica",4:38:00,6:08:00,13:31:30,17:05:45,20:31:00,22:01:00,padova
"11 agosto 2025, lunedì",4:39:00,6:09:00,13:31:30,17:05:15,20:29:00,21:59:00,padova
"12 agosto 2025, martedì",4:40:00,6:10:00,13:31:00,17:04:00,20:28:00,21:58:00,padova
"13 agosto 2025, mercoledì",4:42:00,6:12:00,13:31:30,17:03:45,20:26:00,21:56:00,padova
"14 agosto 2025, giovedì",4:43:00,6:13:00,13:31:00,17:02:30,20:25:00,21:55:00,padova
"15 agosto 2025, venerdì",4:44:00,6:14:00,13:30:30,17:01:15,20:23:00,21:53:00,padova
"16 agosto 2025, sabato",4:45:00,6:15:00,13:30:30,17:00:45,20:21:00,21:51:00,padova
"17 agosto 2025, domenica",4:46:00,6:16:00,13:30:00,16:59:30,20:20:00,21:50:00,padova
"18 agosto 2025, lunedì",4:48:00,6:18:00,13:30:30,16:59:15,20:18:00,21:48:00,padova
"19 agosto 2025, martedì",4:49:00,6:19:00,13:30:00,16:58:00,20:16:00,21:46:00,padova
"20 agosto 2025, mercoledì",4:50:00,6:20:00,13:29:30,16:56:45,20:15:00,21:45:00,padova
"21 agosto 2025, giovedì",4:51:00,6:21:00,13:29:00,16:55:30,20:13:00,21:43:00,padova
"22 agosto 2025, venerdì",4:53:00,6:23:00,13:29:30,16:55:15,20:11:00,21:41:00,padova
"23 agosto 2025, sabato",4:54:00,6:24:00,13:29:00,16:54:00,20:10:00,21:40:00,padova
"24 agosto 2025, domenica",4:55:00,6:25:00,13:28:30,16:52:45,20:08:00,21:38:00,padova
"25 agosto 2025, lunedì",4:56:00,6:26:00,13:28:00,16:51:30,20:06:00,21:36:00,padova
"26 agosto 2025, martedì",4:57:00,6:27:00,13:27:30,16:50:15,20:04:00,21:34:00,padova
"27 agosto 2025, mercoledì",4:59:00,6:29:00,13:28:00,16:50:00,20:02:00,21:32:00,padova
"28 agosto 2025, giovedì",5:00:00,6:30:00,13:27:30,16:48:45,20:01:00,21:31:00,padova
"29 agosto 2025, venerdì",5:01:00,6:31:00,13:27:00,16:47:30,19:59:00,21:29:00,padova
"30 agosto 2025, sabato",5:02:00,6:32:00,13:26:30,16:46:15,19:57:00,21:27:00,padova
"31 agosto 2025, domenica",5:03:00,6:33:00,13:26:00,16:45:00,19:55:00,21:25:00,padova
"1 settembre 2025, lunedì",5:05:00,6:35:00,13:26:30,16:44:45,19:53:00,21:23:00,padova
"2 settembre 2025, martedì",5:06:00,6:36:00,13:26:00,16:43:30,19:51:00,21:21:00,padova
"3 settembre 2025, mercoledì",5:07:00,6:37:00,13:25:30,16:42:15,19:50:00,21:20:00,padova
"4 settembre 2025, giovedì",5:08:00,6:38:00,13:25:00,16:41:00,19:48:00,21:18:00,padova
"5 settembre 2025, venerdì",5:09:00,6:39:00,13:24:30,16:39:45,19:46:00,21:16:00,padova
"6 settembre 2025, sabato",5:11:00,6:41:00,13:25:00,16:39:30,19:44:00,21:14:00,padova
"7 settembre 2025, domenica",5:12:00,6:42:00,13:24:30,16:38:15,19:42:00,21:12:00,padova
"8 settembre 2025, lunedì",5:13:00,6:43:00,13:24:00,16:37:00,19:40:00,21:10:00,padova
"9 settembre 2025, martedì",5:14:00,6:44:00,13:23:30,16:35:45,19:38:00,21:08:00,padova
"10 settembre 2025, mercoledì",5:16:00,6:46:00,13:23:30,16:34:45,19:36:00,21:06:00,padova
"11 settembre 2025, giovedì",5:17:00,6:47:00,13:23:00,16:33:30,19:34:00,21:04:00,padova
"12 settembre 2025, venerdì",5:18:00,6:48:00,13:22:30,16:32:15,19:33:00,21:03:00,padova
"13 settembre 2025, sabato",5:19:00,6:49:00,13:22:00,16:31:00,19:31:00,21:01:00,padova
"14 settembre 2025, domenica",5:20:00,6:50:00,13:21:30,16:29:45,19:29:00,20:59:00,padova
"15 settembre 2025, lunedì",5:22:00,6:52:00,13:22:00,16:29:30,19:27:00,20:57:00,padova
"16 settembre 2025, martedì",5:23:00,6:53:00,13:21:30,16:28:15,19:25:00,20:55:00,padova
"17 settembre 2025, mercoledì",5:24:00,6:54:00,13:20:30,16:26:15,19:23:00,20:53:00,padova
"18 settembre 2025, giovedì",5:25:00,6:55:00,13:20:00,16:25:00,19:21:00,20:51:00,padova
"19 settembre 2025, venerdì",5:26:00,6:56:00,13:19:30,16:23:45,19:19:00,20:49:00,padova
"20 settembre 2025, sabato",5:28:00,6:58:00,13:20:00,16:23:30,19:17:00,20:47:00,padova
"21 settembre 2025, domenica",5:29:00,6:59:00,13:19:30,16:22:15,19:15:00,20:45:00,padova
"22 settembre 2025, lunedì",5:30:00,7:00:00,13:19:00,16:21:00,19:13:00,20:43:00,padova
"23 settembre 2025, martedì",5:31:00,7:01:00,13:18:30,16:19:45,19:11:00,20:41:00,padova
"24 settembre 2025, mercoledì",5:33:00,7:03:00,13:18:30,16:18:45,19:10:00,20:40:00,padova
"25 settembre 2025, giovedì",5:34:00,7:04:00,13:18:00,16:17:30,19:08:00,20:38:00,padova
"26 settembre 2025, venerdì",5:35:00,7:05:00,13:17:30,16:16:15,19:06:00,20:36:00,padova
"27 settembre 2025, sabato",5:36:00,7:06:00,13:17:00,16:15:00,19:04:00,20:34:00,padova
"28 settembre 2025, domenica",5:37:00,7:07:00,13:16:30,16:13:45,19:02:00,20:32:00,padova
"29 settembre 2025, lunedì",5:39:00,7:09:00,13:17:00,16:13:30,19:00:00,20:30:00,padova
"30 settembre 2025, martedì",5:40:00,7:10:00,13:16:30,16:12:15,18:58:00,20:28:00,padova
"1 ottobre 2025, mercoledì",5:41:00,7:11:00,13:15:30,16:10:15,18:56:00,20:26:00,padova
"2 ottobre 2025, giovedì",5:42:00,7:12:00,13:15:00,16:09:00,18:54:00,20:24:00,padova
"3 ottobre 2025, venerdì",5:44:00,7:14:00,13:15:30,16:08:45,18:52:00,20:22:00,padova
"4 ottobre 2025, sabato",5:45:00,7:15:00,13:15:00,16:07:30,18:51:00,20:21:00,padova
"5 ottobre 2025, domenica",5:46:00,7:16:00,13:14:30,16:06:15,18:49:00,20:19:00,padova
"6 ottobre 2025, lunedì",5:48:00,7:18:00,13:15:00,16:06:00,18:47:00,20:17:00,padova
"7 ottobre 2025, martedì",5:49:00,7:19:00,13:14:30,16:04:45,18:45:00,20:15:00,padova
"8 ottobre 2025, mercoledì",5:50:00,7:20:00,13:14:00,16:03:30,18:43:00,20:13:00,padova
"9 ottobre 2025, giovedì",5:51:00,7:21:00,13:13:00,16:01:30,18:41:00,20:11:00,padova
"10 ottobre 2025, venerdì",5:53:00,7:23:00,13:13:30,16:01:15,18:39:00,20:09:00,padova
"11 ottobre 2025, sabato",5:54:00,7:24:00,13:13:00,16:00:00,18:38:00,20:08:00,padova
"12 ottobre 2025, domenica",5:55:00,7:25:00,13:12:30,15:58:45,18:36:00,20:06:00,padova
"13 ottobre 2025, lunedì",5:57:00,7:27:00,13:13:00,15:58:30,18:34:00,20:04:00,padova
