Data,Fajr_Begins,Fajr_Jamah,Sunrise,Zuhr_Begins,Zuhr_Jamah,Asr_Begins,Asr_Jamah,Maghrib_Begins,Maghrib_Jamah,Isha_Begins,Isha_Jamah,City Name
"20 febbraio 2026, venerdì",5:13:00,5:13:00,6:43:00,12:27:30,12:27:30,15:12:15,15:12:15,17:48:00,17:48:00,19:18:00,19:18:00,catania
"21 febbraio 2026, sabato",5:12:00,5:12:00,6:42:00,12:27:30,12:27:30,15:12:45,15:12:45,17:49:00,17:49:00,19:19:00,19:19:00,catania
"22 febbraio 2026, domenica",5:11:00,5:11:00,6:41:00,12:27:30,12:27:30,15:13:15,15:13:15,17:50:00,17:50:00,19:20:00,19:20:00,catania
"23 febbraio 2026, lunedì",5:10:00,5:10:00,6:40:00,12:28:00,12:28:00,15:14:30,15:14:30,17:51:00,17:51:00,19:21:00,19:21:00,catania
"24 febbraio 2026, martedì",5:08:00,5:08:00,6:38:00,12:27:00,12:27:00,15:14:00,15:14:00,17:52:00,17:52:00,19:22:00,19:22:00,catania
"25 febbraio 2026, mercoledì",5:07:00,5:07:00,6:37:00,12:27:00,12:27:00,15:14:30,15:14:30,17:53:00,17:53:00,19:23:00,19:23:00,catania
"26 febbraio 2026, giovedì",5:06:00,5:06:00,6:36:00,12:27:30,12:27:30,15:15:45,15:15:45,17:54:00,17:54:00,19:24:00,19:24:00,catania
"27 febbraio 2026, venerdì",5:04:00,5:04:00,6:34:00,12:26:30,12:26:30,15:15:15,15:15:15,17:55:00,17:55:00,19:25:00,19:25:00,catania
"28 febbraio 2026, sabato",5:03:00,5:03:00,6:33:00,12:26:30,12:26:30,15:15:45,15:15:45,17:56:00,17:56:00,19:26:00,19:26:00,catania
"1 marzo 2026, domenica",5:02:00,5:02:00,6:32:00,12:27:00,12:27:00,15:17:00,15:17:00,17:57:00,17:57:00,19:27:00,19:27:00,catania
"2 marzo 2026, lunedì",5:00:00,5:00:00,6:30:00,12:26:00,12:26:00,15:16:30,15:16:30,17:58:00,17:58:00,19:28:00,19:28:00,catania
"3 marzo 2026, martedì",4:59:00,4:59:00,6:29:00,12:26:30,12:26:30,15:17:45,15:17:45,17:59:00,17:59:00,19:29:00,19:29:00,catania
"4 marzo 2026, mercoledì",4:57:00,4:57:00,6:27:00,12:25:30,12:25:30,15:17:15,15:17:15,18:00:00,18:00:00,19:30:00,19:30:00,catania
"5 marzo 2026, giovedì",4:56:00,4:56:00,6:26:00,12:25:30,12:25:30,15:17:45,15:17:45,18:01:00,18:01:00,19:31:00,19:31:00,catania
"6 marzo 2026, venerdì",4:55:00,4:55:00,6:25:00,12:26:00,12:26:00,15:19:00,15:19:00,18:02:00,18:02:00,19:32:00,19:32:00,catania
"7 marzo 2026, sabato",4:53:00,4:53:00,6:23:00,12:25:00,12:25:00,15:18:30,15:18:30,18:03:00,18:03:00,19:33:00,19:33:00,catania
"8 marzo 2026, domenica",4:52:00,4:52:00,6:22:00,12:25:00,12:25:00,15:19:00,15:19:00,18:04:00,18:04:00,19:34:00,19:34:00,catania
"9 marzo 2026, lunedì",4:50:00,4:50:00,6:20:00,12:24:30,12:24:30,15:19:15,15:19:15,18:05:00,18:05:00,19:35:00,19:35:00,catania
"10 marzo 2026, martedì",4:49:00,4:49:00,6:19:00,12:24:30,12:24:30,15:19:45,15:19:45,18:06:00,18:06:00,19:36:00,19:36:00,catania
"11 marzo 2026, mercoledì",4:47:00,4:47:00,6:17:00,12:24:00,12:24:00,15:20:00,15:20:00,18:07:00,18:07:00,19:37:00,19:37:00,catania
"12 marzo 2026, giovedì",4:46:00,4:46:00,6:16:00,12:24:00,12:24:00,15:20:30,15:20:30,18:07:00,18:07:00,19:37:00,19:37:00,catania
"13 marzo 2026, venerdì",4:44:00,4:44:00,6:14:00,12:23:30,12:23:30,15:20:45,15:20:45,18:08:00,18:08:00,19:38:00,19:38:00,catania
"14 marzo 2026, sabato",4:43:00,4:43:00,6:13:00,12:23:30,12:23:30,15:21:15,15:21:15,18:09:00,18:09:00,19:39:00,19:39:00,catania
"15 marzo 2026, domenica",4:41:00,4:41:00,6:11:00,12:22:30,12:22:30,15:20:45,15:20:45,18:10:00,18:10:00,19:40:00,19:40:00,catania
"16 marzo 2026, lunedì",4:40:00,4:40:00,6:10:00,12:23:00,12:23:00,15:22:00,15:22:00,18:11:00,18:11:00,19:41:00,19:41:00,catania
"17 marzo 2026, martedì",4:38:00,4:38:00,6:08:00,12:22:00,12:22:00,15:21:30,15:21:30,18:12:00,18:12:00,19:42:00,19:42:00,catania
"18 marzo 2026, mercoledì",4:37:00,4:37:00,6:07:00,12:22:30,12:22:30,15:22:45,15:22:45,18:13:00,18:13:00,19:43:00,19:43:00,catania
"19 marzo 2026, giovedì",4:35:00,4:35:00,6:05:00,12:21:30,12:21:30,15:22:15,15:22:15,18:14:00,18:14:00,19:44:00,19:44:00,catania
"19 febbraio 2026, giovedì",5:50:00,5:50:00,7:20:00,12:52:00,12:52:00,15:30:30,15:30:30,17:59:00,17:59:00,19:29:00,19:29:00,como
"20 febbraio 2026, venerdì",5:48:00,5:48:00,7:18:00,12:51:30,12:51:30,15:30:45,15:30:45,18:01:00,18:01:00,19:31:00,19:31:00,como
"21 febbraio 2026, sabato",5:47:00,5:47:00,7:17:00,12:52:00,12:52:00,15:32:00,15:32:00,18:02:00,18:02:00,19:32:00,19:32:00,como
"22 febbraio 2026, domenica",5:45:00,5:45:00,7:15:00,12:51:30,12:51:30,15:32:15,15:32:15,18:04:00,18:04:00,19:34:00,19:34:00,como
"23 febbraio 2026, lunedì",5:43:00,5:43:00,7:13:00,12:51:00,12:51:00,15:32:30,15:32:30,18:05:00,18:05:00,19:35:00,19:35:00,como
"24 febbraio 2026, martedì",5:42:00,5:42:00,7:12:00,12:51:30,12:51:30,15:33:45,15:33:45,18:07:00,18:07:00,19:37:00,19:37:00,como
"25 febbraio 2026, mercoledì",5:40:00,5:40:00,7:10:00,12:51:30,12:51:30,15:34:45,15:34:45,18:08:00,18:08:00,19:38:00,19:38:00,como
"26 febbraio 2026, giovedì",5:38:00,5:38:00,7:08:00,12:51:00,12:51:00,15:35:00,15:35:00,18:09:00,18:09:00,19:39:00,19:39:00,como
"27 febbraio 2026, venerdì",5:37:00,5:37:00,7:07:00,12:51:30,12:51:30,15:36:15,15:36:15,18:11:00,18:11:00,19:41:00,19:41:00,como
"28 febbraio 2026, sabato",5:35:00,5:35:00,7:05:00,12:51:00,12:51:00,15:36:30,15:36:30,18:12:00,18:12:00,19:42:00,19:42:00,como
"1 marzo 2026, domenica",5:33:00,5:33:00,7:03:00,12:50:30,12:50:30,15:36:45,15:36:45,18:14:00,18:14:00,19:44:00,19:44:00,como
"2 marzo 2026, lunedì",5:31:00,5:31:00,7:01:00,12:50:00,12:50:00,15:37:00,15:37:00,18:15:00,18:15:00,19:45:00,19:45:00,como
"3 marzo 2026, martedì",5:29:00,5:29:00,6:59:00,12:50:00,12:50:00,15:38:00,15:38:00,18:16:00,18:16:00,19:46:00,19:46:00,como
"4 marzo 2026, mercoledì",5:28:00,5:28:00,6:58:00,12:50:30,12:50:30,15:39:15,15:39:15,18:18:00,18:18:00,19:48:00,19:48:00,como
"5 marzo 2026, giovedì",5:26:00,5:26:00,6:56:00,12:50:00,12:50:00,15:39:30,15:39:30,18:19:00,18:19:00,19:49:00,19:49:00,como
"6 marzo 2026, venerdì",5:24:00,5:24:00,6:54:00,12:49:30,12:49:30,15:39:45,15:39:45,18:21:00,18:21:00,19:51:00,19:51:00,como
"7 marzo 2026, sabato",5:22:00,5:22:00,6:52:00,12:49:00,12:49:00,15:40:00,15:40:00,18:22:00,18:22:00,19:52:00,19:52:00,como
"8 marzo 2026, domenica",5:20:00,5:20:00,6:50:00,12:49:00,12:49:00,15:41:00,15:41:00,18:23:00,18:23:00,19:53:00,19:53:00,como
"9 marzo 2026, lunedì",5:18:00,5:18:00,6:48:00,12:48:30,12:48:30,15:41:15,15:41:15,18:25:00,18:25:00,19:55:00,19:55:00,como
"10 marzo 2026, martedì",5:16:00,5:16:00,6:46:00,12:48:00,12:48:00,15:41:30,15:41:30,18:26:00,18:26:00,19:56:00,19:56:00,como
"11 marzo 2026, mercoledì",5:15:00,5:15:00,6:45:00,12:48:30,12:48:30,15:42:45,15:42:45,18:27:00,18:27:00,19:57:00,19:57:00,como
"12 marzo 2026, giovedì",5:13:00,5:13:00,6:43:00,12:48:30,12:48:30,15:43:45,15:43:45,18:29:00,18:29:00,19:59:00,19:59:00,como
"13 marzo 2026, venerdì",5:11:00,5:11:00,6:41:00,12:48:00,12:48:00,15:44:00,15:44:00,18:30:00,18:30:00,20:00:00,20:00:00,como
"14 marzo 2026, sabato",5:09:00,5:09:00,6:39:00,12:47:30,12:47:30,15:44:15,15:44:15,18:32:00,18:32:00,20:02:00,20:02:00,como
"15 marzo 2026, domenica",5:07:00,5:07:00,6:37:00,12:47:00,12:47:00,15:44:30,15:44:30,18:33:00,18:33:00,20:03:00,20:03:00,como
"16 marzo 2026, lunedì",5:05:00,5:05:00,6:35:00,12:47:00,12:47:00,15:45:30,15:45:30,18:34:00,18:34:00,20:04:00,20:04:00,como
"17 marzo 2026, martedì",5:03:00,5:03:00,6:33:00,12:46:30,12:46:30,15:45:45,15:45:45,18:36:00,18:36:00,20:06:00,20:06:00,como
"18 marzo 2026, mercoledì",5:01:00,5:01:00,6:31:00,12:46:00,12:46:00,15:46:00,15:46:00,18:37:00,18:37:00,20:07:00,20:07:00,como
"19 marzo 2026, giovedì",4:59:00,4:59:00,6:29:00,12:45:30,12:45:30,15:46:15,15:46:15,18:38:00,18:38:00,20:08:00,20:08:00,como
"19 febbraio 2026, giovedì",5:38:00,5:38:00,7:08:00,12:41:30,12:41:30,15:20:45,15:20:45,17:51:00,17:51:00,19:21:00,19:21:00,ferrara
"20 febbraio 2026, venerdì",5:37:00,5:37:00,7:07:00,12:42:00,12:42:00,15:22:00,15:22:00,17:52:00,17:52:00,19:22:00,19:22:00,ferrara
"21 febbraio 2026, sabato",5:35:00,5:35:00,7:05:00,12:41:30,12:41:30,15:22:15,15:22:15,17:54:00,17:54:00,19:24:00,19:24:00,ferrara
"22 febbraio 2026, domenica",5:34:00,5:34:00,7:04:00,12:42:00,12:42:00,15:23:30,15:23:30,17:55:00,17:55:00,19:25:00,19:25:00,ferrara
"23 febbraio 2026, lunedì",5:32:00,5:32:00,7:02:00,12:41:30,12:41:30,15:23:45,15:23:45,17:56:00,17:56:00,19:26:00,19:26:00,ferrara
"24 febbraio 2026, martedì",5:30:00,5:30:00,7:00:00,12:41:00,12:41:00,15:24:00,15:24:00,17:58:00,17:58:00,19:28:00,19:28:00,ferrara
"25 febbraio 2026, mercoledì",5:29:00,5:29:00,6:59:00,12:41:30,12:41:30,15:25:15,15:25:15,17:59:00,17:59:00,19:29:00,19:29:00,ferrara
"26 febbraio 2026, giovedì",5:27:00,5:27:00,6:57:00,12:41:00,12:41:00,15:25:30,15:25:30,18:00:00,18:00:00,19:30:00,19:30:00,ferrara
"27 febbraio 2026, venerdì",5:25:00,5:25:00,6:55:00,12:40:30,12:40:30,15:25:45,15:25:45,18:02:00,18:02:00,19:32:00,19:32:00,ferrara
"28 febbraio 2026, sabato",5:24:00,5:24:00,6:54:00,12:41:00,12:41:00,15:27:00,15:27:00,18:03:00,18:03:00,19:33:00,19:33:00,ferrara
"1 marzo 2026, domenica",5:22:00,5:22:00,6:52:00,12:40:30,12:40:30,15:27:15,15:27:15,18:04:00,18:04:00,19:34:00,19:34:00,ferrara
"2 marzo 2026, lunedì",5:20:00,5:20:00,6:50:00,12:40:00,12:40:00,15:27:30,15:27:30,18:06:00,18:06:00,19:36:00,19:36:00,ferrara
"3 marzo 2026, martedì",5:18:00,5:18:00,6:48:00,12:39:30,12:39:30,15:27:45,15:27:45,18:07:00,18:07:00,19:37:00,19:37:00,ferrara
"4 marzo 2026, mercoledì",5:17:00,5:17:00,6:47:00,12:40:00,12:40:00,15:29:00,15:29:00,18:09:00,18:09:00,19:39:00,19:39:00,ferrara
"5 marzo 2026, giovedì",5:15:00,5:15:00,6:45:00,12:39:30,12:39:30,15:29:15,15:29:15,18:10:00,18:10:00,19:40:00,19:40:00,ferrara
"6 marzo 2026, venerdì",5:13:00,5:13:00,6:43:00,12:39:30,12:39:30,15:30:15,15:30:15,18:11:00,18:11:00,19:41:00,19:41:00,ferrara
"7 marzo 2026, sabato",5:11:00,5:11:00,6:41:00,12:39:00,12:39:00,15:30:30,15:30:30,18:12:00,18:12:00,19:42:00,19:42:00,ferrara
"8 marzo 2026, domenica",5:09:00,5:09:00,6:39:00,12:38:30,12:38:30,15:30:45,15:30:45,18:14:00,18:14:00,19:44:00,19:44:00,ferrara
"9 marzo 2026, lunedì",5:08:00,5:08:00,6:38:00,12:39:00,12:39:00,15:32:00,15:32:00,18:15:00,18:15:00,19:45:00,19:45:00,ferrara
"10 marzo 2026, martedì",5:06:00,5:06:00,6:36:00,12:38:30,12:38:30,15:32:15,15:32:15,18:16:00,18:16:00,19:46:00,19:46:00,ferrara
"11 marzo 2026, mercoledì",5:04:00,5:04:00,6:34:00,12:38:00,12:38:00,15:32:30,15:32:30,18:18:00,18:18:00,19:48:00,19:48:00,ferrara
"12 marzo 2026, giovedì",5:02:00,5:02:00,6:32:00,12:37:30,12:37:30,15:32:45,15:32:45,18:19:00,18:19:00,19:49:00,19:49:00,ferrara
"13 marzo 2026, venerdì",5:00:00,5:00:00,6:30:00,12:37:00,12:37:00,15:33:00,15:33:00,18:20:00,18:20:00,19:50:00,19:50:00,ferrara
"14 marzo 2026, sabato",4:59:00,4:59:00,6:29:00,12:38:00,12:38:00,15:35:00,15:35:00,18:22:00,18:22:00,19:52:00,19:52:00,ferrara
"15 marzo 2026, domenica",4:57:00,4:57:00,6:27:00,12:37:30,12:37:30,15:35:15,15:35:15,18:23:00,18:23:00,19:53:00,19:53:00,ferrara
"16 marzo 2026, lunedì",4:55:00,4:55:00,6:25:00,12:37:00,12:37:00,15:35:30,15:35:30,18:24:00,18:24:00,19:54:00,19:54:00,ferrara
"17 marzo 2026, martedì",4:53:00,4:53:00,6:23:00,12:36:30,12:36:30,15:35:45,15:35:45,18:25:00,18:25:00,19:55:00,19:55:00,ferrara
"18 marzo 2026, mercoledì",4:51:00,4:51:00,6:21:00,12:36:00,12:36:00,15:36:00,15:36:00,18:27:00,18:27:00,19:57:00,19:57:00,ferrara
"19 marzo 2026, giovedì",4:49:00,4:49:00,6:19:00,12:35:30,12:35:30,15:36:15,15:36:15,18:28:00,18:28:00,19:58:00,19:58:00,ferrara
"19 febbraio 2026, giovedì",5:49:00,5:49:00,7:19:00,12:53:00,12:53:00,15:32:30,15:32:30,18:02:00,18:02:00,19:32:00,19:32:00,genova
"20 febbraio 2026, venerdì",5:47:00,5:47:00,7:17:00,12:52:30,12:52:30,15:32:45,15:32:45,18:04:00,18:04:00,19:34:00,19:34:00,genova
"21 febbraio 2026, sabato",5:45:00,5:45:00,7:15:00,12:52:00,12:52:00,15:33:00,15:33:00,18:05:00,18:05:00,19:35:00,19:35:00,genova
"22 febbraio 2026, domenica",5:44:00,5:44:00,7:14:00,12:52:30,12:52:30,15:34:15,15:34:15,18:06:00,18:06:00,19:36:00,19:36:00,genova
"23 febbraio 2026, lunedì",5:42:00,5:42:00,7:12:00,12:52:00,12:52:00,15:34:30,15:34:30,18:08:00,18:08:00,19:38:00,19:38:00,genova
"24 febbraio 2026, martedì",5:41:00,5:41:00,7:11:00,12:52:30,12:52:30,15:35:45,15:35:45,18:09:00,18:09:00,19:39:00,19:39:00,genova
"25 febbraio 2026, mercoledì",5:39:00,5:39:00,7:09:00,12:52:00,12:52:00,15:36:00,15:36:00,18:10:00,18:10:00,19:40:00,19:40:00,genova
"26 febbraio 2026, giovedì",5:37:00,5:37:00,7:07:00,12:51:30,12:51:30,15:36:15,15:36:15,18:12:00,18:12:00,19:42:00,19:42:00,genova
"27 febbraio 2026, venerdì",5:36:00,5:36:00,7:06:00,12:52:00,12:52:00,15:37:30,15:37:30,18:13:00,18:13:00,19:43:00,19:43:00,genova
"28 febbraio 2026, sabato",5:34:00,5:34:00,7:04:00,12:51:30,12:51:30,15:37:45,15:37:45,18:14:00,18:14:00,19:44:00,19:44:00,genova
"1 marzo 2026, domenica",5:32:00,5:32:00,7:02:00,12:51:00,12:51:00,15:38:00,15:38:00,18:16:00,18:16:00,19:46:00,19:46:00,genova
"2 marzo 2026, lunedì",5:30:00,5:30:00,7:00:00,12:50:30,12:50:30,15:38:15,15:38:15,18:17:00,18:17:00,19:47:00,19:47:00,genova
"3 marzo 2026, martedì",5:29:00,5:29:00,6:59:00,12:51:00,12:51:00,15:39:30,15:39:30,18:18:00,18:18:00,19:48:00,19:48:00,genova
"4 marzo 2026, mercoledì",5:27:00,5:27:00,6:57:00,12:50:30,12:50:30,15:39:45,15:39:45,18:20:00,18:20:00,19:50:00,19:50:00,genova
"5 marzo 2026, giovedì",5:25:00,5:25:00,6:55:00,12:50:00,12:50:00,15:40:00,15:40:00,18:21:00,18:21:00,19:51:00,19:51:00,genova
"6 marzo 2026, venerdì",5:24:00,5:24:00,6:54:00,12:50:30,12:50:30,15:41:15,15:41:15,18:22:00,18:22:00,19:52:00,19:52:00,genova
"7 marzo 2026, sabato",5:22:00,5:22:00,6:52:00,12:50:00,12:50:00,15:41:30,15:41:30,18:24:00,18:24:00,19:54:00,19:54:00,genova
"8 marzo 2026, domenica",5:20:00,5:20:00,6:50:00,12:49:30,12:49:30,15:41:45,15:41:45,18:25:00,18:25:00,19:55:00,19:55:00,genova
"9 marzo 2026, lunedì",5:18:00,5:18:00,6:48:00,12:49:00,12:49:00,15:42:00,15:42:00,18:26:00,18:26:00,19:56:00,19:56:00,genova
"10 marzo 2026, martedì",5:16:00,5:16:00,6:46:00,12:48:30,12:48:30,15:42:15,15:42:15,18:27:00,18:27:00,19:57:00,19:57:00,genova
"11 marzo 2026, mercoledì",5:15:00,5:15:00,6:45:00,12:49:30,12:49:30,15:44:15,15:44:15,18:29:00,18:29:00,19:59:00,19:59:00,genova
"12 marzo 2026, giovedì",5:13:00,5:13:00,6:43:00,12:49:00,12:49:00,15:44:30,15:44:30,18:30:00,18:30:00,20:00:00,20:00:00,genova
"13 marzo 2026, venerdì",5:11:00,5:11:00,6:41:00,12:48:30,12:48:30,15:44:45,15:44:45,18:31:00,18:31:00,20:01:00,20:01:00,genova
"14 marzo 2026, sabato",5:09:00,5:09:00,6:39:00,12:48:00,12:48:00,15:45:00,15:45:00,18:32:00,18:32:00,20:02:00,20:02:00,genova
"15 marzo 2026, domenica",5:07:00,5:07:00,6:37:00,12:47:30,12:47:30,15:45:15,15:45:15,18:34:00,18:34:00,20:04:00,20:04:00,genova
"16 marzo 2026, lunedì",5:06:00,5:06:00,6:36:00,12:48:00,12:48:00,15:46:30,15:46:30,18:35:00,18:35:00,20:05:00,20:05:00,genova
"17 marzo 2026, martedì",5:04:00,5:04:00,6:34:00,12:47:30,12:47:30,15:46:45,15:46:45,18:36:00,18:36:00,20:06:00,20:06:00,genova
"18 marzo 2026, mercoledì",5:02:00,5:02:00,6:32:00,12:47:00,12:47:00,15:47:00,15:47:00,18:38:00,18:38:00,20:08:00,20:08:00,genova
"19 marzo 2026, giovedì",5:00:00,5:00:00,6:30:00,12:46:30,12:46:30,15:47:15,15:47:15,18:39:00,18:39:00,20:09:00,20:09:00,genova
"19 febbraio 2026, giovedì",5:33:00,5:33:00,7:03:00,12:35:00,12:35:00,15:13:30,15:13:30,17:42:00,17:42:00,19:12:00,19:12:00,gradisca-d'isonzo
"20 febbraio 2026, venerdì",5:31:00,5:31:00,7:01:00,12:34:30,12:34:30,15:13:45,15:13:45,17:43:00,17:43:00,19:13:00,19:13:00,gradisca-d'isonzo
"21 febbraio 2026, sabato",5:29:00,5:29:00,6:59:00,12:34:00,12:34:00,15:14:00,15:14:00,17:45:00,17:45:00,19:15:00,19:15:00,gradisca-d'isonzo
"22 febbraio 2026, domenica",5:28:00,5:28:00,6:58:00,12:34:30,12:34:30,15:15:15,15:15:15,17:46:00,17:46:00,19:16:00,19:16:00,gradisca-d'isonzo
"23 febbraio 2026, lunedì",5:26:00,5:26:00,6:56:00,12:34:00,12:34:00,15:15:30,15:15:30,17:47:00,17:47:00,19:17:00,19:17:00,gradisca-d'isonzo
"24 febbraio 2026, martedì",5:24:00,5:24:00,6:54:00,12:33:30,12:33:30,15:15:45,15:15:45,17:49:00,17:49:00,19:19:00,19:19:00,gradisca-d'isonzo
"25 febbraio 2026, mercoledì",5:22:00,5:22:00,6:52:00,12:33:00,12:33:00,15:16:00,15:16:00,17:50:00,17:50:00,19:20:00,19:20:00,gradisca-d'isonzo
"26 febbraio 2026, giovedì",5:21:00,5:21:00,6:51:00,12:33:30,12:33:30,15:17:15,15:17:15,17:52:00,17:52:00,19:22:00,19:22:00,gradisca-d'isonzo
"27 febbraio 2026, venerdì",5:19:00,5:19:00,6:49:00,12:33:30,12:33:30,15:18:15,15:18:15,17:53:00,17:53:00,19:23:00,19:23:00,gradisca-d'isonzo
"28 febbraio 2026, sabato",5:17:00,5:17:00,6:47:00,12:33:00,12:33:00,15:18:30,15:18:30,17:55:00,17:55:00,19:25:00,19:25:00,gradisca-d'isonzo
"1 marzo 2026, domenica",5:15:00,5:15:00,6:45:00,12:32:30,12:32:30,15:18:45,15:18:45,17:56:00,17:56:00,19:26:00,19:26:00,gradisca-d'isonzo
"2 marzo 2026, lunedì",5:14:00,5:14:00,6:44:00,12:33:00,12:33:00,15:20:00,15:20:00,17:57:00,17:57:00,19:27:00,19:27:00,gradisca-d'isonzo
"3 marzo 2026, martedì",5:12:00,5:12:00,6:42:00,12:32:30,12:32:30,15:20:15,15:20:15,17:59:00,17:59:00,19:29:00,19:29:00,gradisca-d'isonzo
"4 marzo 2026, mercoledì",5:10:00,5:10:00,6:40:00,12:32:30,12:32:30,15:21:15,15:21:15,18:00:00,18:00:00,19:30:00,19:30:00,gradisca-d'isonzo
"5 marzo 2026, giovedì",5:08:00,5:08:00,6:38:00,12:32:00,12:32:00,15:21:30,15:21:30,18:02:00,18:02:00,19:32:00,19:32:00,gradisca-d'isonzo
"6 marzo 2026, venerdì",5:06:00,5:06:00,6:36:00,12:31:30,12:31:30,15:21:45,15:21:45,18:03:00,18:03:00,19:33:00,19:33:00,gradisca-d'isonzo
"7 marzo 2026, sabato",5:04:00,5:04:00,6:34:00,12:31:00,12:31:00,15:22:00,15:22:00,18:04:00,18:04:00,19:34:00,19:34:00,gradisca-d'isonzo
"8 marzo 2026, domenica",5:03:00,5:03:00,6:33:00,12:32:00,12:32:00,15:24:00,15:24:00,18:06:00,18:06:00,19:36:00,19:36:00,gradisca-d'isonzo
"9 marzo 2026, lunedì",5:01:00,5:01:00,6:31:00,12:31:30,12:31:30,15:24:15,15:24:15,18:07:00,18:07:00,19:37:00,19:37:00,gradisca-d'isonzo
"10 marzo 2026, martedì",4:59:00,4:59:00,6:29:00,12:31:00,12:31:00,15:24:30,15:24:30,18:08:00,18:08:00,19:38:00,19:38:00,gradisca-d'isonzo
"11 marzo 2026, mercoledì",4:57:00,4:57:00,6:27:00,12:30:30,12:30:30,15:24:45,15:24:45,18:10:00,18:10:00,19:40:00,19:40:00,gradisca-d'isonzo
"12 marzo 2026, giovedì",4:55:00,4:55:00,6:25:00,12:30:00,12:30:00,15:25:00,15:25:00,18:11:00,18:11:00,19:41:00,19:41:00,gradisca-d'isonzo
"13 marzo 2026, venerdì",4:53:00,4:53:00,6:23:00,12:30:00,12:30:00,15:26:00,15:26:00,18:12:00,18:12:00,19:42:00,19:42:00,gradisca-d'isonzo
"14 marzo 2026, sabato",4:51:00,4:51:00,6:21:00,12:29:30,12:29:30,15:26:15,15:26:15,18:14:00,18:14:00,19:44:00,19:44:00,gradisca-d'isonzo
"15 marzo 2026, domenica",4:49:00,4:49:00,6:19:00,12:29:00,12:29:00,15:26:30,15:26:30,18:15:00,18:15:00,19:45:00,19:45:00,gradisca-d'isonzo
"16 marzo 2026, lunedì",4:48:00,4:48:00,6:18:00,12:29:30,12:29:30,15:27:45,15:27:45,18:17:00,18:17:00,19:47:00,19:47:00,gradisca-d'isonzo
"17 marzo 2026, martedì",4:46:00,4:46:00,6:16:00,12:29:30,12:29:30,15:28:45,15:28:45,18:18:00,18:18:00,19:48:00,19:48:00,gradisca-d'isonzo
"18 marzo 2026, mercoledì",4:44:00,4:44:00,6:14:00,12:29:00,12:29:00,15:29:00,15:29:00,18:19:00,18:19:00,19:49:00,19:49:00,gradisca-d'isonzo
"19 marzo 2026, giovedì",4:42:00,4:42:00,6:12:00,12:28:30,12:28:30,15:29:15,15:29:15,18:21:00,18:21:00,19:51:00,19:51:00,gradisca-d'isonzo
"19 febbraio 2026, giovedì",5:14:00,5:14:00,6:44:00,12:26:30,12:26:30,15:10:15,15:10:15,17:44:00,17:44:00,19:14:00,19:14:00,messina
"20 febbraio 2026, venerdì",5:12:00,5:12:00,6:42:00,12:25:30,12:25:30,15:09:45,15:09:45,17:45:00,17:45:00,19:15:00,19:15:00,messina
"21 febbraio 2026, sabato",5:11:00,5:11:00,6:41:00,12:26:00,12:26:00,15:11:00,15:11:00,17:46:00,17:46:00,19:16:00,19:16:00,messina
"22 febbraio 2026, domenica",5:10:00,5:10:00,6:40:00,12:26:00,12:26:00,15:11:30,15:11:30,17:47:00,17:47:00,19:17:00,19:17:00,messina
"23 febbraio 2026, lunedì",5:09:00,5:09:00,6:39:00,12:26:00,12:26:00,15:12:00,15:12:00,17:48:00,17:48:00,19:18:00,19:18:00,messina
"24 febbraio 2026, martedì",5:07:00,5:07:00,6:37:00,12:25:30,12:25:30,15:12:15,15:12:15,17:49:00,17:49:00,19:19:00,19:19:00,messina
"25 febbraio 2026, mercoledì",5:06:00,5:06:00,6:36:00,12:25:30,12:25:30,15:12:45,15:12:45,17:50:00,17:50:00,19:20:00,19:20:00,messina
"26 febbraio 2026, giovedì",5:04:00,5:04:00,6:34:00,12:24:30,12:24:30,15:12:15,15:12:15,17:51:00,17:51:00,19:21:00,19:21:00,messina
"27 febbraio 2026, venerdì",5:03:00,5:03:00,6:33:00,12:25:00,12:25:00,15:13:30,15:13:30,17:52:00,17:52:00,19:22:00,19:22:00,messina
"28 febbraio 2026, sabato",5:02:00,5:02:00,6:32:00,12:25:00,12:25:00,15:14:00,15:14:00,17:53:00,17:53:00,19:23:00,19:23:00,messina
"1 marzo 2026, domenica",5:00:00,5:00:00,6:30:00,12:24:30,12:24:30,15:14:15,15:14:15,17:54:00,17:54:00,19:24:00,19:24:00,messina
"2 marzo 2026, lunedì",4:59:00,4:59:00,6:29:00,12:24:30,12:24:30,15:14:45,15:14:45,17:56:00,17:56:00,19:26:00,19:26:00,messina
"3 marzo 2026, martedì",4:57:00,4:57:00,6:27:00,12:24:00,12:24:00,15:15:00,15:15:00,17:57:00,17:57:00,19:27:00,19:27:00,messina
"4 marzo 2026, mercoledì",4:56:00,4:56:00,6:26:00,12:24:00,12:24:00,15:15:30,15:15:30,17:58:00,17:58:00,19:28:00,19:28:00,messina
"5 marzo 2026, giovedì",4:55:00,4:55:00,6:25:00,12:24:00,12:24:00,15:16:00,15:16:00,17:59:00,17:59:00,19:29:00,19:29:00,messina
"6 marzo 2026, venerdì",4:53:00,4:53:00,6:23:00,12:23:30,12:23:30,15:16:15,15:16:15,18:00:00,18:00:00,19:30:00,19:30:00,messina
"7 marzo 2026, sabato",4:52:00,4:52:00,6:22:00,12:23:30,12:23:30,15:16:45,15:16:45,18:01:00,18:01:00,19:31:00,19:31:00,messina
